session_id,lang,source,wav,label_file,duration_s,annotated,reference_transcript
real_or_in_014,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_014.wav,./run/03_benchmark/human_gold/real/real_or_in_014_TEMPLATE.txt,3.328,0,ଯାହାକି ତାଙ୍କ ପରିବାରର
real_or_in_015,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_015.wav,./run/03_benchmark/human_gold/real/real_or_in_015_TEMPLATE.txt,1.216,0,ଗୁଜୁରାଣ ମେଣ୍ଟେଇବା
real_or_in_016,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_016.wav,./run/03_benchmark/human_gold/real/real_or_in_016_TEMPLATE.txt,1.312,0,ଗ୍ରାମୀଣ କୃଷକ
real_or_in_017,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_017.wav,./run/03_benchmark/human_gold/real/real_or_in_017_TEMPLATE.txt,1.121,0,କୁଶଳୀ ଶ୍ରମିକମାନେ
real_or_in_018,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_018.wav,./run/03_benchmark/human_gold/real/real_or_in_018_TEMPLATE.txt,1.215,0,ସେମାନଙ୍କର ପରିଶ୍ରମ
real_or_in_019,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_019.wav,./run/03_benchmark/human_gold/real/real_or_in_019_TEMPLATE.txt,7.358,0,ତାଙ୍କ କାମରେ ଠିକ୍ ଭାବରେ ପାଇପାରୁନଥିବାରୁ ସେମାନେ ବାଧ୍ୟ ହୋଇ ଅଲଗା ଜାଗାରେ
real_or_in_020,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_020.wav,./run/03_benchmark/human_gold/real/real_or_in_020_TEMPLATE.txt,1.023,0,ବାହାରକୁ ପଳଉଛନ୍ତି
real_or_in_021,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_021.wav,./run/03_benchmark/human_gold/real/real_or_in_021_TEMPLATE.txt,10.433,0,ବାହାର ରାଜ୍ୟ ଯେପରି ଭଲ ଭଲ କମ୍ପାନୀରେ ସେମାନେ କାମ କରି ନିଜର ପରିବାରର ସମସ୍ୟାକୁ ଭଲ ଭାବରେ
real_or_in_022,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_022.wav,./run/03_benchmark/human_gold/real/real_or_in_022_TEMPLATE.txt,1.119,0,ଯଦି ସେମାନଙ୍କର
real_or_in_023,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_023.wav,./run/03_benchmark/human_gold/real/real_or_in_023_TEMPLATE.txt,6.1120625,0,ମୂଲ୍ୟ ସରକାର <unintelligible> ତାଙ୍କୁ ଦେଇ ପାରିଥାନ୍ତେ ସେମାନେ
real_or_in_024,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_024.wav,./run/03_benchmark/human_gold/real/real_or_in_024_TEMPLATE.txt,4.19,0,ସେଇ କାମ ପାଇଁ ନିଶ୍ଚିତ ସେଇ ସ୍ଥାନରେ ରହି କରିବାକୁ
real_as_in_000,as_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_as_in_000.wav,./run/03_benchmark/human_gold/real/real_as_in_000_TEMPLATE.txt,4.575,0,সময়মতে ডেলিভাৰী দিয়াৰ বাবে বহুত বেছি ভাল লাগিল
real_as_in_001,as_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_as_in_001.wav,./run/03_benchmark/human_gold/real/real_as_in_001_TEMPLATE.txt,10.191,0,মোৰ ডিফল্ট পে'জেপ একাউণ্টৰ পৰা মোৰ অন্য সংযোজিত একাউণ্টলৈ তিনি হাজাৰ টকা প্রচেছ কৰক
real_as_in_002,as_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_as_in_002.wav,./run/03_benchmark/human_gold/real/real_as_in_002_TEMPLATE.txt,3.52,0,ডক্টৰ জিতেন্দ্ৰনাথ গোস্বামী জন ডেল্টন
real_as_in_003,as_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_as_in_003.wav,./run/03_benchmark/human_gold/real/real_as_in_003_TEMPLATE.txt,13.119,0,জেমছ ছাৰ্লি ডাৰউইন মেৰি কিউৰি মোৰ প্ৰিয় বৈজ্ঞানিক ডক্টৰ জিতেন্দ্ৰনাথ গোস্বামী
real_as_in_004,as_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_as_in_004.wav,./run/03_benchmark/human_gold/real/real_as_in_004_TEMPLATE.txt,2.368,0,দহ বিছ ত্ৰিছ চল্লিছ পঞ্চাছ
real_as_in_005,as_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_as_in_005.wav,./run/03_benchmark/human_gold/real/real_as_in_005_TEMPLATE.txt,14.689,0,মই ছেভেন নাইন জিৰ' ফ'ৰ ফাইভ ছেভেন টু ছিক্স ডাবুল টু নাইন এইট এইচ ডি এফ চি বেঙ্কৰ পৰা আশী হাজাৰ টকা পাইছোঁনে নাই পৰীক্ষা কৰক
real_as_in_006,as_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_as_in_006.wav,./run/03_benchmark/human_gold/real/real_as_in_006_TEMPLATE.txt,13.427,0,আমাৰ জীৱনকালত প্ৰযুক্তিৰ এক চূড়ান্ত প্ৰয়োজন আছে যি মানুহৰ জীৱনৰ গতি সামগ্ৰিক দৃষ্টিভংগীৰে সলনি কৰিব পাৰে
real_as_in_007,as_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_as_in_007.wav,./run/03_benchmark/human_gold/real/real_as_in_007_TEMPLATE.txt,7.395,0,আমাৰ জীৱনকালত গুৰুত্বপূৰ্ণ প্ৰযুক্তিৰ পৰিৱৰ্তনবোৰ হ'ল শিক্ষা বিজ্ঞান
real_as_in_008,as_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_as_in_008.wav,./run/03_benchmark/human_gold/real/real_as_in_008_TEMPLATE.txt,10.283,0,চিকিৎসা পৰিবহণ কৃষি ইত্যাদি ইত্যাদি বিষয়ত যথেষ্ট প্ৰযুক্তিৰ পৰিৱৰ্তন হৈছে
real_ne_np_000,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_000.wav,./run/03_benchmark/human_gold/real/real_ne_np_000_TEMPLATE.txt,5.423,0,म मेरो स्वास्थ्य सुधार गर्न भेगनमा स्विच गर्दछु
real_ne_np_001,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_001.wav,./run/03_benchmark/human_gold/real/real_ne_np_001_TEMPLATE.txt,10.516,0,मैले भर्खरै जबोङमा सर्टको लागि फिर्ता सुरु गरेको छु के तपाईँ पुष्टि गर्न सक्नुहुन्छ कि यो प्रशोधन गरिएको छ
real_ne_np_002,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_002.wav,./run/03_benchmark/human_gold/real/real_ne_np_002_TEMPLATE.txt,19.263,0,म राष्ट्रिय पेन्सन प्रणालीका लागि दर्ता गर्न चाहन्छु के तपाईँ मलाई भर्ना प्रक्रियामा सहयोग गर्न सक्नु हुन्छ मेरो आधार नम्बर छ शून्य नौ नौ छ पाँच आठ नौ चार शून्य नौ दुई हो
real_ne_np_003,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_003.wav,./run/03_benchmark/human_gold/real/real_ne_np_003_TEMPLATE.txt,5.823,0,हामी यस क्षेत्रमा छौँ कि यो क्षेत्रको नाम हाम्रो सनातन धर्म हो
real_ne_np_004,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_004.wav,./run/03_benchmark/human_gold/real/real_ne_np_004_TEMPLATE.txt,6.496,0,हामी जुन यो सनातन धर्म बसेका छौँ जुन हामी यो ठाउँमा बसेका छौँ
real_ne_np_005,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_005.wav,./run/03_benchmark/human_gold/real/real_ne_np_005_TEMPLATE.txt,4.383,0,त्यो ठाउँ हाम्रो ऋषिहरूले तप गरेको ठाउँ हो
real_ne_np_006,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_006.wav,./run/03_benchmark/human_gold/real/real_ne_np_006_TEMPLATE.txt,1.311,0,हामी यो सनातन
real_ne_np_007,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_007.wav,./run/03_benchmark/human_gold/real/real_ne_np_007_TEMPLATE.txt,6.592,0,धर्म बसेका छौँ यो सनातन धर्म भन्ने हाम्रो यो कहिले पनि नमासिने
real_ne_np_008,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_008.wav,./run/03_benchmark/human_gold/real/real_ne_np_008_TEMPLATE.txt,7.743,0,त्यस्तो पवित्रमय मङ्गलमय आनन्दमय हामी यो विश्वमा बसेर
real_ne_np_009,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_009.wav,./run/03_benchmark/human_gold/real/real_ne_np_009_TEMPLATE.txt,4.287,0,हामीले स्टेमको बढ्दो आवश्यकताहरू
real_ne_np_010,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_010.wav,./run/03_benchmark/human_gold/real/real_ne_np_010_TEMPLATE.txt,2.847,0,धेरै कुराहरू हामीले परिवर्तन
real_ne_np_011,ne_np,real_indicvoices,./run/03_benchmark/human_gold/real/real_ne_np_011.wav,./run/03_benchmark/human_gold/real/real_ne_np_011_TEMPLATE.txt,1.312,0,हामी आजभन्दा
real_ur_pk_000,ur_pk,real_indicvoices,./run/03_benchmark/human_gold/real/real_ur_pk_000.wav,./run/03_benchmark/human_gold/real/real_ur_pk_000_TEMPLATE.txt,13.31,0,پانچ اگست دو ہزار بارہ چار جنوری دو ہزار تین چھ جنوری دو ہزار پندرہ آٹھ دسمبر دو ہزار بائیس چوبیس ستمبر دو ہزار انیس
real_ur_pk_001,ur_pk,real_indicvoices,./run/03_benchmark/human_gold/real/real_ur_pk_001.wav,./run/03_benchmark/human_gold/real/real_ur_pk_001_TEMPLATE.txt,10.24,0,نہیں ہم نے كبھی چولہے پر كھانا تو نہیں پكایا ہے پر ہماری امی بتایا كرتی ہیں كہ جب وہ چھوٹی تھیں تو چولہے پر كھانا بنایا كرتی تھیں
real_ur_pk_002,ur_pk,real_indicvoices,./run/03_benchmark/human_gold/real/real_ur_pk_002.wav,./run/03_benchmark/human_gold/real/real_ur_pk_002_TEMPLATE.txt,5.823,0,اور بہت اچھا بنایا كرتی تھیں یہ لیكن چولہے پر كھانا بنانے سے
real_ur_pk_003,ur_pk,real_indicvoices,./run/03_benchmark/human_gold/real/real_ur_pk_003.wav,./run/03_benchmark/human_gold/real/real_ur_pk_003_TEMPLATE.txt,11.201,0,یہ ہوتا ہے كہ برتن بہت زیادہ گندے ہوتے ہیں اور جب ان كو دھونا پڑتا ہے تو پھر بہت زیادہ محنت لگتی ہے اس كو دھونے میں كیونكہ سارے برتن كالے ہو چكے ہوتے ہیں
real_ur_pk_004,ur_pk,real_indicvoices,./run/03_benchmark/human_gold/real/real_ur_pk_004.wav,./run/03_benchmark/human_gold/real/real_ur_pk_004_TEMPLATE.txt,10.421,0,لیكن پہلے ہر كوئی چولہے پر ہی كھانا بنایا كرتا تھا اور آج بھی آج كل بھی كبھی ہمارے گھروں میں پایے وغیرہ بنتے ہیں تو
real_ur_pk_005,ur_pk,real_indicvoices,./run/03_benchmark/human_gold/real/real_ur_pk_005.wav,./run/03_benchmark/human_gold/real/real_ur_pk_005_TEMPLATE.txt,16.034,0,ہماری امی چولہا جلایا كرتی ہیں اور پھر اس پر بنایا كرتی ہیں اور اس پر اچھے سے پک بھی جاتا ہے اور اچھا بھی لگتا ہے لیكن اس میں برتن كالے پڑ جاتے ہیں اور ان كو بہت محنت سے دھونا پڑتا ہے
real_ur_pk_006,ur_pk,real_indicvoices,./run/03_benchmark/human_gold/real/real_ur_pk_006.wav,./run/03_benchmark/human_gold/real/real_ur_pk_006_TEMPLATE.txt,8.033,0,اور بعض اوقات تو برتن صاف بھی نہیں ہوتے اور ہمیشہ گندے ہی رہتے ہیں
real_ta_in_000,ta_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ta_in_000.wav,./run/03_benchmark/human_gold/real/real_ta_in_000_TEMPLATE.txt,9.184,0,நான் வந்து சின்ன குழந்தையா இருக்கும் போதுலேருந்தே சின்ன வயசுலேருந்தே வந்து நான் வந்து கார்டனிங் வந்து தோட்டமிடுறதுக்கு வந்து ஆரம்மிச்சிட்டேன் ஏன்னால் எனக்கு செடி வளர்க்குறது வந்து அப்போயிலேந்தே ரொம்ப 
real_ta_in_001,ta_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ta_in_001.wav,./run/03_benchmark/human_gold/real/real_ta_in_001_TEMPLATE.txt,9.089,0,சின்ன சின்ன செடி பூச்செடிகள் அந்தமாதிரிலாம் நான் வளர்க்க ஆரம்மிச்சேன் அது மட்டும் இல்லாமல் தாவரங்கள் வந்து ரெண்டு தாவரங்கள் ஒன்று ஒட்டு ஒட்டு விதை தாவரங்கள் அந்தமாதிரிலாம் வந்து சின்ன பிள்ளையிலே வந்து
real_ta_in_002,ta_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ta_in_002.wav,./run/03_benchmark/human_gold/real/real_ta_in_002_TEMPLATE.txt,10.814,0,நான் யூட்யூப்லாம் பார்ப்பேன் அம்மாவோடய மொபைலில் அதில் பார்த்து தான் இது வளர்க்க ஆரம்மிச்சேன் அதேமாதிரி மாடித்தோட்டம் வைக்கிறது வந்து எனக்கு ரொம்ப பிடிக்கும் பக்கத்து வீட்டில் உள்ளவங்களலாம் பார்த்து ஒர
real_ta_in_003,ta_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ta_in_003.wav,./run/03_benchmark/human_gold/real/real_ta_in_003_TEMPLATE.txt,10.387,0,மாடித்தோட்டத்தில் எப்படின்னா கொடியாஹ் வளரும்ல தாவரங்கள் பாகற்காய் பீர்க்கங்காய் புடலங்காய் அந்தமாதிரி அது மட்டும் இல்லாமல் குத்துச்செடி <unintelligible> மல்லிகைப்பூ அந்தமாதிரி அப்புறம் தக்காளி
real_ta_in_004,ta_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ta_in_004.wav,./run/03_benchmark/human_gold/real/real_ta_in_004_TEMPLATE.txt,15.708,0,மிளகாய் அந்த செடி எல்லாமே வந்து சின்ன குழந்தையாருக்கும் போதே வளர்க்க ஆரம்மிச்சிட்டேன் இப்போவும் <unintelligible> லாக்டவுன் அந்த பீரியட்லலாமும் வந்து நான் தோட்டமிட ஆரம்மிச்சேன் எனக்கு வந்து எப்போதும் த
real_ta_in_005,ta_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ta_in_005.wav,./run/03_benchmark/human_gold/real/real_ta_in_005_TEMPLATE.txt,3.807,0,என்னுடைய ஃபெடரல் பேங்க் கணக்கில் இன்னும் எவ்வளவு பணம் உள்ளது
real_ta_in_006,ta_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ta_in_006.wav,./run/03_benchmark/human_gold/real/real_ta_in_006_TEMPLATE.txt,7.167,0,ஒரு டைம் வந்து நாங்கள் வந்து டெல்லி போயிருந்தோம் அப்போது வந்து போயிட்டுருக்கும்போது சென்னை வரைக்கும் எதுவும் தெரிவிக்கலை டெல்லி போனோடன்னையும்
real_ta_in_007,ta_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ta_in_007.wav,./run/03_benchmark/human_gold/real/real_ta_in_007_TEMPLATE.txt,7.17,0,அங்கே வந்து ஒரு சாப்பாடு கடைக்கு வந்து சாப்பிட போயிருந்தோம் அங்கே பேசறவங்கலாம் வேறு வேறு மொழியில் பேசினாங்க எங்களுக்கு வந்து புரியவே இல்லை
real_ta_in_008,ta_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ta_in_008.wav,./run/03_benchmark/human_gold/real/real_ta_in_008_TEMPLATE.txt,5.344,0,புரியாமல் இருக்கும்போது என்ன பண்ணுறதுன்னு தெரியலை அப்புறோம் எங்கள் ரிலேட்டிவ் வந்து ஒரு எங்கள் மாமா இருந்தார்
real_ml_in_000,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_000.wav,./run/03_benchmark/human_gold/real/real_ml_in_000_TEMPLATE.txt,3.863,0,ഇന്ത്യ കാനഡ ചൈന ജർമനി ഫ്രാൻസ്
real_ml_in_001,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_001.wav,./run/03_benchmark/human_gold/real/real_ml_in_001_TEMPLATE.txt,6.399,0,ഇഷ്ട്ടപ്പെടുന്ന ഒരു പുസ്തകം സ്വാമി വിവേകാനന്ദൻ്റെ പുസ്തകങ്ങളാണ് സ്വാമി വിവേകാനന്ദൻ്റെ ആത്മകഥയും
real_ml_in_002,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_002.wav,./run/03_benchmark/human_gold/real/real_ml_in_002_TEMPLATE.txt,1.984,0,അതുപോലെയുള്ള ഒരുപാട് പുസ്തകങ്ങൾ ഇഷ്ടപ്പെടുന്നുണ്ട്
real_ml_in_003,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_003.wav,./run/03_benchmark/human_gold/real/real_ml_in_003_TEMPLATE.txt,5.247,0,ഭാരതത്തിൻ്റെ ദക്ഷിണ ഭാഗത്തുള്ള വിവേകാനന്ദപ്പാറ അല്ലെങ്കിൽ ശ്രീപാദപ്പാറ
real_ml_in_004,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_004.wav,./run/03_benchmark/human_gold/real/real_ml_in_004_TEMPLATE.txt,3.424,0,അവിടെ പോയിക്കഴിഞ്ഞാൽ സ്വാമി വിവേകാനന്ദൻ സന്ദർശിച്ച
real_ml_in_005,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_005.wav,./run/03_benchmark/human_gold/real/real_ml_in_005_TEMPLATE.txt,7.168,0,ശ്രീപാദപ്പാറയിൽ വിവേകാനന്ദ സ്മാരകം ഉണ്ട് ആ സ്മാരകത്തിൽ ഒരു പുസ്തകം
real_ml_in_006,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_006.wav,./run/03_benchmark/human_gold/real/real_ml_in_006_TEMPLATE.txt,12.257,0,ശാല അല്ലെങ്കിൽ ഗ്രന്ഥാലയം ഉണ്ട് ആ ഗ്രന്ഥാലയത്തിൽ വിവേകാനന്ദനുമായി ബന്ധപ്പെട്ട ഒരുപാട് പുസ്തകങ്ങൾ ഇരിക്കുന്നുണ്ട് അതിൽ വിവേകാനന്ദ കഥകൾ വിവേകാനന്ദൻ്റെ വാക്കുകൾ
real_ml_in_007,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_007.wav,./run/03_benchmark/human_gold/real/real_ml_in_007_TEMPLATE.txt,13.024,0,ഉത്തിഷ്ഠത ജാഗ്രത പ്രാപ്യവരാന് നിബോധത വളരെ അധികം സ്വാധീനം ചെലുത്തിയൊരു വേർഡ്സ് ആണത് ശരിക്കൊരു മാതൃകാ പുരുഷനായി കാണാൻ പറ്റുന്നൊരു വ്യക്തിയാണ് സ്വാമി വിവേകാനന്ദൻ
real_ml_in_008,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_008.wav,./run/03_benchmark/human_gold/real/real_ml_in_008_TEMPLATE.txt,7.938,0,അദ്ദേഹം വളരെ പ്രായം ഏകദേശം ഒരു മുപ്പത്തി മൂന്ന് വയസ്സിലോ മറ്റോ മരിച്ചുപോയി എന്നണ് തോന്നുന്നത്
real_ml_in_009,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_009.wav,./run/03_benchmark/human_gold/real/real_ml_in_009_TEMPLATE.txt,12.354,0,അതുവരെ അദ്ദേഹം ചെയ്ത പ്രവർത്തനങ്ങളെല്ലാം ഭയങ്കരം മഹത്തായ പ്രവർത്തനങ്ങളാണ് പ്രത്യേകിച്ചിട്ട് ഭാരതത്തിൻ്റെ സംസ്ക്കാരത്തിന് വേണ്ടിയിട്ട് അതു പോലെ ഒരുപാട് കാര്യങ്ങൾക്ക് വേണ്ടിയിട്ട് അദ്ദേഹം നല്ല രീതിയിൽ
real_ml_in_010,ml_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_ml_in_010.wav,./run/03_benchmark/human_gold/real/real_ml_in_010_TEMPLATE.txt,8.512,0,അന്നത്തെ ഒരു കാലത്ത് ഇന്നത്തെ പോലത്തെ കാലമല്ല അന്നത്തെ കാലത്ത് ആ രീതിയിൽ പ്രവർത്തിച്ചിട്ടുണ്ട് എന്നുള്ളതാണ് പരമപ്രധാനം
real_te_in_000,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_000.wav,./run/03_benchmark/human_gold/real/real_te_in_000_TEMPLATE.txt,4.649,0,అమెరికా ఇంగ్లాండు ఇండియా రష్యా జపాన్
real_te_in_001,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_001.wav,./run/03_benchmark/human_gold/real/real_te_in_001_TEMPLATE.txt,2.753,0,హలో ఆటో రిక్షా డ్రైవరా
real_te_in_002,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_002.wav,./run/03_benchmark/human_gold/real/real_te_in_002_TEMPLATE.txt,1.121,0,గుడ్ ఆఫ్టర్నూన్
real_te_in_003,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_003.wav,./run/03_benchmark/human_gold/real/real_te_in_003_TEMPLATE.txt,3.327,0,నేనూ హైదరాబాద్కి కొత్తగా వచ్చినా ఈరోజే
real_te_in_004,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_004.wav,./run/03_benchmark/human_gold/real/real_te_in_004_TEMPLATE.txt,5.536,0,నేనొక ఒక టూ డేస్ మొత్తం తెలంగాణలో ఉన్న ప్లేసెస్ మొత్తం తిరగాలనుకుంటున్నా హైదరాబాద్లో
real_te_in_005,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_005.wav,./run/03_benchmark/human_gold/real/real_te_in_005_TEMPLATE.txt,3.904,0,అయితే షార్ట్కట్ వేస్ ఏమన్నా ఉన్నాయా నేను తొందరగా రీచ్ కావడానికి
real_te_in_006,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_006.wav,./run/03_benchmark/human_gold/real/real_te_in_006_TEMPLATE.txt,1.217,0,ట్రాఫిక్ లేకుండా
real_te_in_007,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_007.wav,./run/03_benchmark/human_gold/real/real_te_in_007_TEMPLATE.txt,8.512,0,అంటే ఎక్కడా టైం వేస్ట్ కాకుండా నేను టూ డేస్లో చూ మేము చూడాలని చూడాలనుకున్న ప్లేసెస్ మొత్తం విజిట్ చెయ్యాలి
real_te_in_008,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_008.wav,./run/03_benchmark/human_gold/real/real_te_in_008_TEMPLATE.txt,1.505,0,రెడీ చేసుకున్నా
real_te_in_009,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_009.wav,./run/03_benchmark/human_gold/real/real_te_in_009_TEMPLATE.txt,3.135,0,పర్ అవర్ మి మీటరుందా మీ ఆటోకి
real_te_in_010,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_010.wav,./run/03_benchmark/human_gold/real/real_te_in_010_TEMPLATE.txt,2.369,0,మీటర్ ద్వారానా
real_te_in_011,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_011.wav,./run/03_benchmark/human_gold/real/real_te_in_011_TEMPLATE.txt,1.598,0,ఓకే డిస్కౌంట్ ఏం ఉండదా
real_te_in_012,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_012.wav,./run/03_benchmark/human_gold/real/real_te_in_012_TEMPLATE.txt,3.634,0,డిస్టెన్స్ డిస్టెన్స్ బట్టి డిస్టెన్స్ బట్టా
real_te_in_013,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_013.wav,./run/03_benchmark/human_gold/real/real_te_in_013_TEMPLATE.txt,1.696,0,ఓకే ఓకే నేనూ
real_te_in_014,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_014.wav,./run/03_benchmark/human_gold/real/real_te_in_014_TEMPLATE.txt,2.657,0,ఓకే కానీ షార్ట్కట్లో వెళ్ళాలి
real_te_in_015,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_015.wav,./run/03_benchmark/human_gold/real/real_te_in_015_TEMPLATE.txt,7.745,0,హైదరబాద్ అంటే ఫుల్ రష్ ఏరియా ట్రాఫిక్ ఏరియా కదా అందుకే టైం సరిపోదు నేను చూడాలనుకున్న ప్లేసెస్ మిస్ అయితా
real_te_in_016,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_016.wav,./run/03_benchmark/human_gold/real/real_te_in_016_TEMPLATE.txt,1.47,0,కాబట్టి కొంచెం
real_te_in_017,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_017.wav,./run/03_benchmark/human_gold/real/real_te_in_017_TEMPLATE.txt,1.504,0,చూసి తీసుకోండి
real_te_in_018,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_018.wav,./run/03_benchmark/human_gold/real/real_te_in_018_TEMPLATE.txt,3.426,0,ఓకే ఓకే షేర్ చేస్తా నేను ఇక్కడ గచ్చిబౌలీలో ఉంటా
real_te_in_019,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_019.wav,./run/03_benchmark/human_gold/real/real_te_in_019_TEMPLATE.txt,1.346,0,ఎనిమిది
real_te_in_020,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_020.wav,./run/03_benchmark/human_gold/real/real_te_in_020_TEMPLATE.txt,2.464,0,ఓకే ఎక్కడ నుండి ఎక్కడకి మేమ్ డిస్టెన్స్ చెప్పండి మేమ్
real_te_in_021,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_021.wav,./run/03_benchmark/human_gold/real/real_te_in_021_TEMPLATE.txt,1.792,0,ఇంకా
real_te_in_022,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_022.wav,./run/03_benchmark/human_gold/real/real_te_in_022_TEMPLATE.txt,3.232,0,ఓకే మేమ్ ఒక టు హండ్రెడ్ పడుతుంది మేమ్
real_te_in_023,te_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_te_in_023.wav,./run/03_benchmark/human_gold/real/real_te_in_023_TEMPLATE.txt,6.303,0,లేదు మేమ్ మేమే మేమే తీసుకుంటాము పెట్రోల్ గట్రా మేమే పెట్టుకుంటాము ఓన్లీ మిమ్మలిని డ్రాప్ పికపింగ్ డ్రాపింగ్
real_kn_in_000,kn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_kn_in_000.wav,./run/03_benchmark/human_gold/real/real_kn_in_000_TEMPLATE.txt,20.0,0,ನಾನು ಹಬ್ಬಗಳಲ್ಲಿ ಬಳಸುವ ಸಾಮಗ್ರಿಗಳ ಆರ್ಡರ್ ಶಿಪ್ ಆಗಿದೆಯಾ ಯಾವಾಗ ಡೆಲಿವರ್ ಆಗುತ್ತೆ
real_kn_in_001,kn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_kn_in_001.wav,./run/03_benchmark/human_gold/real/real_kn_in_001_TEMPLATE.txt,1.189,0,ಸರ್ ಹೇಳಿ ಸರ್ ಯಾರು
